"annotation_id","annotator","article_id","chunk_number","chunk_text","created_at","id","lead_time","news_outlet","sentiment","updated_at"
67,"1",166,1,"Radical Islamists could exploit the decision to strip Shamima Begum of her British citizenship, the Government's chief adviser on countering extremism has warned. Home Secretary Sajid Javid made the move after the teenager, who fled London aged 15 to join the so-called Islamic State caliphate in Syria , said she wanted to return to the UK with her newborn son. Independent adviser Sara Khan has cautioned that the Government must acknowledge the anxiety caused by the decision, with extremists being eager to 'exploit alienation and grievance'. 'While it is for courts to test the legality of decisions such as deprivation of citizenship, we have to also ask how measures such as this impact wider work on countering extremism,' she said.","2026-04-26T15:35:35.093686Z",65,37.356,"Daily Mail","Neutral","2026-04-26T15:35:35.093686Z"
119,"1",166,2,"Counter-terrorism adviser Sara Khan fears the decision to strip ISIS bride Shamima Begum of her British citizenship could backfire and inspire radical Islamists The letter obtained by ITV News asks Begum's family to inform her of the decision to revoke her citizenship and her right to appeal it, which they will 'The Government has to recognise the unease felt by a wide range of people about decisions of this kind, not least those from minority communities with dual nationality. 'It has to build trust in its approach, because Islamist extremists will exploit alienation and grievance to turn people against their country.' The family of jihadi bride Shamima Begum have written to the Home Secretary challenging his decision to revoke her British citizenship.","2026-04-26T16:05:08.257620Z",66,40.214,"Daily Mail","Negative","2026-04-26T16:05:08.257620Z"
65,"1",166,3,"Sajid Javid blocked the 19-year-old’s return earlier this week, saying she poses a risk to the country’s security. But in a letter to Mr Javid, her family have said they ‘cannot simply abandon her’ and that her status is ‘a matter for our British courts’. Begum, who left east London to join Islamic State in 2015, has repeatedly begged from a Syrian refugee camp to be allowed to return home. She gave birth to a baby boy last Sunday and says that she wants to return to the UK with him.","2026-04-26T15:34:11.691895Z",67,24.149,"Daily Mail","Neutral","2026-04-26T15:34:11.691895Z"
106,"1",166,4,"Her family, who live in Bethnal Green, said they are ‘sickened’ by the comments she has made recently, but have asked for assistance in bringing her home. According to the BBC the letter, written by her sister Renu Begum on behalf of the family, says: ‘As we have already expressed, we are sickened by the comments she has made, but, as a family man yourself, we hope you will understand that we, as her family cannot simply abandon her. ‘We have a duty to her, and a duty to hope that as she was groomed into what she has become, she can equally be helped back into the sister I knew, and daughter my parents bore. ‘We hope you understand our position in this respect and why we must, therefore, assist Shamima in challenging your decision to take away the one thing that is her only hope at rehabilitation, her British citizenship.’","2026-04-26T15:59:20.086841Z",68,59.031,"Daily Mail","Neutral","2026-04-26T15:59:20.086841Z"
26,"1",166,5,"The remorseless 19-year-old, pictured here in an interview in a Syrian refugee camp, says Britain should have 'sympathy' for her Begum's baby son Jerah is entitled to British citizenship - but could try to argue he is Dutch because of the nationality of its jihadi father Yago Riedijk. She is hanging her hopes on getting Dutch citizenship off the back of it Shamima Begum and her friend fled to Syria by flying to Istanbul and getting a bus across Turkey to the ISIS capital, Raqqa. She moved to Mayadin with her jihadi husband Yago Riedijk but fled Baghuz when he was captured and is now in al-Hawl It came as Labour leader Jeremy Corbyn was criticised after saying Begum should be allowed back into the UK and given the ‘support that she needs’. He accused Mr Javid of a ‘very extreme manoeuvre’ in stripping her of British citizenship – on the basis that she is entitled to live in Bangladesh because her parents were born there.","2026-04-26T13:34:07.217141Z",69,21.786,"Daily Mail","Negative","2026-04-26T13:34:07.217141Z"
76,"1",166,6,"Mr Corbyn said making Begum stateless is ‘not the right thing to do’. She had ‘a lot of questions to answer’ but should be allowed to return to the UK and ‘at that point any action may or may not be taken’. He said: ‘The idea of stripping anyone of their citizenship when they’re born in Britain is a very extreme manoeuvre. I question the right of the Home Secretary to have these powers.’","2026-04-26T15:42:23.965391Z",70,47.797,"Daily Mail","Neutral","2026-04-26T15:42:23.965391Z"
40,"1",166,7,"The UK must take back British jihadis in Syria – or face the prospect of them making their own way back to carry out a wave of terror attacks, the head of the forces holding them said yesterday. Abdul Karim Omar, the de facto foreign minister in the Kurdish-held north of the country, said his Syrian Democratic Forces had done their duty by defeating Islamic State, and now Britain must play its part. In a stark warning, he said the baby of jihadi bride Shamima Begum and dozens of other children could become ‘ticking timebombs’ if left in the Middle East. Mr Omar said there were around 1,500 children of IS fighters in northern Syria’s refugee camps, along with 800 foreign fighters and 700 foreign wives.","2026-04-26T15:13:22.208579Z",71,40.963,"Daily Mail","Negative","2026-04-26T15:13:22.208579Z"
129,"1",166,8,"At least six British jihadis are being held in prisons, including two members of the notorious ‘Beatles’ gang accused of beheading western hostages. UK intelligence agencies believe dozens of British women and their children are in three refugee camps. Mr Omar, joint head of foreign relations for the UK and US-backed Syrian Democratic Forces, warned many were likely to escape or be set free in fighting which will follow western forces leaving the country. He said: ‘This region is not stable politically and militarily.","2026-04-26T16:13:35.611023Z",72,54.829,"Daily Mail","Neutral","2026-04-26T16:13:35.611023Z"
102,"1",166,9,"If there is war and attacks, those fighters and their wives will come back to Britain and be terrorists. Not only the fighters but also the children. If they are not rehabilitated in their countries of origin they will be ticking timebombs.’ He added: ‘We did our duty here in this region.","2026-04-26T15:57:10.403295Z",73,13.95,"Daily Mail","Neutral","2026-04-26T15:57:10.403295Z"
23,"1",166,10,"These countries should do their duty as well and take their citizens and judge them and take their wives and children too. ‘Britain should take responsibility for its citizens here.’","2026-04-26T13:32:32.498244Z",74,8.177,"Daily Mail","Neutral","2026-04-26T13:32:32.498244Z"
112,"1",108,1,"Family disappointed at Home Office decision and considering legal position, says lawyer The row over the fate of Shamima Begum, the British-born teenager who travelled from east London to Syria to join Islamic State in 2015, has taken a further twist as the home secretary ordered she be deprived of her British citizenship. Sajid Javid has sought to adopt a tough stance in respect of Begum’s case but he was immediately faced with the prospect of a legal battle as Tasnime Akunjee, a lawyer for her relatives, said they were “considering all legal avenues to challenge the decision”, that had left them “very disappointed”. Begum was 15 when she left her home in Bethnal Green and is now in a refugee camp in Syria , where she gave birth to a boy at the weekend. The 19-year-old had called on the British people to have sympathy for her and asked to be allowed to return to the UK .","2026-04-26T16:02:05.276360Z",75,48.764,"The Guardian","Negative","2026-04-26T16:02:05.276360Z"
124,"1",108,2,"But Javid insisted he would do all in his power to prevent her coming back. The Guardian understands the home secretary thinks section 40(2) of the British Nationality Act 1981 gives him the power to strip Begum of her UK citizenship. He wrote to her family informing them he had made such an order, believing the fact her parents are of Bangladeshi heritage means she can apply for citizenship of that country – though Begum says she has never visited it. This is crucial because, while the law bars him from making a person stateless, it allows him to remove citizenship if he can show Begum has behaved “in a manner which is seriously prejudicial to the vital interests of the UK” and he has “reasonable grounds for believing that the person is able, under the law of a country or territory outside the UK, to become a national of such a country or territory”.","2026-04-26T16:07:58.689929Z",76,19.398,"The Guardian","Negative","2026-04-26T16:07:58.689929Z"
127,"1",108,3,"Begum has 28 days from when the order was made to appeal to the Special Immigration Appeals Commission against Javid’s interpretation of his powers. The move is likely to prove highly controversial, with legal sources claiming on Tuesday night that the commission had thrown out previous attempts by the government in similar circumstances to strip citizenship. The human rights campaign group Liberty said Javid must observe the “fundamental principles of due process and the rule of law upon which we all rely”, while meeting his obligation to keep the public safe. A spokesman said: “The government has an array of powers available to it to deal with people suspected of involvement in terrorism – including the criminal law.","2026-04-26T16:12:00.929717Z",77,51.835,"The Guardian","Neutral","2026-04-26T16:12:00.929717Z"
47,"1",108,4,"Taking away a person’s citizenship is one of the most serious among them and must not be wielded lightly.” He added that the Home Office’s response “must include a serious look at how a 15 year-old girl was apparently able to leave the country to join a proscribed group without effective action being taken to safeguard her”. On Tuesday evening, a Home Office spokesman said: “In recent days, the home secretary has clearly stated that his priority is the safety and security of Britain and the people who live here. In order to protect this country, he has the power to deprive someone of their British citizenship where it would not render them stateless.","2026-04-26T15:25:54.345432Z",78,17.363,"The Guardian","Neutral","2026-04-26T15:25:54.345432Z"
5,"1",108,5,"“We do not comment on individual cases, but any decisions to deprive individuals of their citizenship are based on all available evidence and not taken lightly.” ITV News, which published the letter it said was sent to Begum’s mother on Tuesday, said the Home Office had urged Begum’s family to make her aware of the decision, adding that she had a right to appeal. Begum left the UK along with two schoolfriends and her case was thrust back into the spotlight last week, when she declared her wish to return for the sake of her child in an interview with the Times . In a Sky News interview the following Sunday, she said: “I feel a lot of people should have sympathy for me, for everything I’ve been through.","2026-04-26T13:09:29.363296Z",79,82.44,"The Guardian","Neutral","2026-04-26T13:09:29.363296Z"
17,"1",108,6,"You know, I didn’t know what I was getting into when I left ... I was hoping that maybe for the sake of me and my child they let me come back.” But Javid made clear his fierce opposition to her return. Responding to an urgent question in the Commons on Monday he said: “Certainly, anyone that went to support terrorism in any way whatsoever, we are not going to risk the lives of any British officials – soldiers or anyone – to help them or rescue them.”","2026-04-26T13:23:07.798604Z",80,53.938,"The Guardian","Neutral","2026-04-26T13:23:07.798604Z"
89,"1",108,7,"Javid told MPs more than 900 people had travelled from the UK to Syria or Iraq. “Whatever role they took in the so-called caliphate, they all supported a terrorist organisation and in doing so they have shown they hate our country and the values we stand for.” February 2015 At the age of 15, Shamima Begum flees her home in Bethnal Green, east London.","2026-04-26T15:49:16.975527Z",81,24.673,"The Guardian","Neutral","2026-04-26T15:49:16.975527Z"
51,"1",108,8,"She travels with schoolfriends Amira Abase and Kadiza Sultana. The three intend to meet another friend, Sharmeena Begum – no relation of Shamima – who had travelled to Syria in late 2014. CCTV footage shows the girls walking through Gatwick airport, where they boarded a flight to Turkey. There they are picked up by smugglers and taken across the border to an Isis base in northern Syria.","2026-04-26T15:27:01.247809Z",82,9.875,"The Guardian","Neutral","2026-04-26T15:27:01.247809Z"
70,"1",108,9,"Once there they move into a women’s house in Raqqa and apply to marry. July 2015 The families of the girls say that two of them have married Isis fighters, without disclosing which. They say they are distraught at the news.","2026-04-26T15:39:31.262358Z",83,7.687,"The Guardian","Neutral","2026-04-26T15:39:31.262358Z"
93,"1",108,10,"It later emerges that Begum had married 27-year-old Yago Riedijk, an Isis fighter from the Netherlands, 10 days after arriving in Raqqa. Soon afterwards she became pregnant with her first child, a daughter named Sarayah. July 2016 Abase marries an 18-year-old Australian jihadist, Abdullah Elmir.","2026-04-26T15:50:55.596734Z",84,21.58,"The Guardian","Neutral","2026-04-26T15:50:55.596734Z"
109,"1",108,11,"He was later reported by intelligence agencies to have been killed by a coalition airstrike. August 2016 Sultana’s family say that they believe she had been killed in an airstrike in Raqqa in May 2016. January 2017 Begum and her family flee Raqqa as Isis retreats and head south-east to the town of Mayadin.","2026-04-26T16:00:24.006161Z",85,14.052,"The Guardian","Neutral","2026-04-26T16:00:24.006161Z"
56,"1",108,12,"She has another child, a son called Jerah. Later, the family moves again as Isis is pushed back. June 2018 Begum sees her two surviving classmates, Sharmeena Begum and Abase, for the last time. Late 2018 Jerah dies, aged eight months, of malnutrition and an unknown illness.","2026-04-26T15:29:18.714028Z",86,9.797,"The Guardian","Neutral","2026-04-26T15:29:18.714028Z"
107,"1",108,13,"Her daughter dies soon after, aged one year and nine months. February 2019 Begum, who is heavily pregnant, gives an interview to the Times, in which she says that she should be allowed to return to the UK to raise her unborn third child. She gives birth a few days later. The Home Office tells her family that her citizenship will be revoked.","2026-04-26T15:59:42.028741Z",87,20.499,"The Guardian","Neutral","2026-04-26T15:59:42.028741Z"
82,"1",108,14,"March 2019 Jarrah, Begum's new born son, dies in a Syrian refugee camp. The child was three weeks old. He added that he had the power to ban foreign nationals from the country and to strip “dangerous dual nationals” of their British citizenship. “Over 100 people have already been deprived in this way,” he said.","2026-04-26T15:45:58.566835Z",88,23.036,"The Guardian","Neutral","2026-04-26T15:45:58.566835Z"
90,"1",108,15,"Javid can also use temporary exclusion orders to bar the return of jihadists for up to two years. He said that Britons who do return to the UK “will be questioned, investigated and potentially prosecuted”. In the view of the family’s lawyer, the advice that Begum’s Bangladeshi heritage can be used to deprive her of UK citizenship is incorrect. “Our view is that this would be illegal because they would make her a stateless person, in breach of international law.","2026-04-26T15:49:37.126329Z",89,17.935,"The Guardian","Neutral","2026-04-26T15:49:37.126329Z"
19,"1",108,16,"We are surprised the home secretary does not understand international law, or care about international law,” said Akunjee, when the prospect was raised last week. “If he were to attempt to put such orders on, we would explore all legal options to block his unlawful actions or appeal. If we can get an injunction, we will.” After the decision was announced, the Liberal Democrats’ home affairs spokesman, Ed Davey, said: “Membership of a terrorist group is a serious crime, as is encouraging or supporting terrorism.","2026-04-26T13:23:52.445893Z",90,13.346,"The Guardian","Neutral","2026-04-26T13:23:52.445893Z"
123,"1",108,17,"But Shamima Begum should face justice for those crimes in the UK. “It is not only hard to see Ms Begum and her baby as constituting a serious threat to national security, but it also seems a huge wasted opportunity. We can learn lessons as to why a young girl went to Syria in the first place; lessons which could improve Britain’s security by helping us prevent this happening again.” The Labour MP, Stella Creasy, said: “However horrific her defence of Isis, if the home secretary can start with stripping this woman and her week-old child of their citizenship for his leadership bid, where does it end?”","2026-04-26T16:07:32.898841Z",91,40.697,"The Guardian","Neutral","2026-04-26T16:07:36.449830Z"
118,"1",108,18,"Creasy added that she too would prefer to see Begum dealt with by the domestic justice system. The Conservative chair of the Commons education committee, Robert Halfon, who had spoken out against allowing Begum to return, said Javid had made “absolutely the right decision”. This article was updated on 20 February 2019 to note that Shamima Begum was born in Britain.","2026-04-26T16:04:26.203955Z",92,16.261,"The Guardian","Neutral","2026-04-26T16:04:26.203955Z"
134,"1",90,1,"Although Shamima Begum has shown no remorse, Richard Barrett says Britain should be strong enough to reabsorb her A pregnant British teenager who fled to Syria with two schoolfriends to marry an Islamic State fighter should be “given a chance” and allowed to come home, a former director of global counter-terrorism at MI6 has said. Describing Shamima Begum as “a 15-year-old who went badly off the rails”, Richard Barrett said British society should be strong enough to reabsorb her , despite her lack of contrition. By contrast, he said the immediate reaction of the British government “has been a complete lack of concern for her plight”. Begum fled her home in Bethnal Green, east London, with two schoolfriends to join Isis fighters in Syria in 2015.","2026-04-26T16:17:47.672581Z",93,65.439,"The Guardian","Negative","2026-04-26T16:17:47.672581Z"
97,"1",90,2,"Interviewed this week in a refugee camp in the north of the country after fleeing Isis’s last stronghold, she told the Times that she was nine months pregnant and had fled the fighting after her two other children had died. “I’ll do anything required just to be able to come home and live quietly with my child,” she said. She did not regret going to Syria , she told the newspaper, and expressed support for the murder of journalists, whom she said had been “a security threat for the caliphate”. Seeing a severed head in a bin “didn’t faze me at all”, she said, adding that her husband had surrendered to a group of Syrian fighters.","2026-04-26T15:52:10.753081Z",94,15.181,"The Guardian","Negative","2026-04-26T15:52:10.753081Z"
125,"1",90,3,"Begum’s family have appealed for her to be allowed to return. Her brother-in-law Mohammed Rehman told the Mail the family had spoken to her on the phone. He said: “Shamima’s mother broke down when she heard her voice ... We want her to come back so that she can be re-educated.”","2026-04-26T16:10:26.670031Z",95,145.995,"The Guardian","Neutral","2026-04-26T16:10:26.670031Z"
33,"1",90,4,"The government has taken a hard line in response to the interview, with Ben Wallace, the security minister, saying: “Ultimately we have to protect the public. And people who went out there as amateurs are now professionals – terrorists or professional supporters of terrorism – and we have to make sure we mitigate that threat should they come back.” The home secretary, Sajid Javid, said he would use all available powers to prevent Begum’s return. He told the Times: “My message is clear – if you have supported terrorist organisations abroad I will not hesitate to prevent your return.","2026-04-26T15:10:03.161533Z",96,16.087,"The Guardian","Neutral","2026-04-26T15:10:03.161533Z"
101,"1",90,5,"If you do manage to return you should be ready to be questioned, investigated and potentially prosecuted.” As a British citizen, there is nothing to stop Begum returning to the UK, legal experts said, but Wallace made clear no help would be forthcoming while she was in Syria, where Britain has no consular staff. Only those with dual nationality can have their citizenship revoked, as it is an offence in international law to leave someone stateless, said Helen Fenwick, professor of law at Durham university and an expert on counter-terrorism and human rights law. But while Begum had the right to come home, “obviously returning in practical terms would be very difficult”.","2026-04-26T15:56:54.966525Z",97,46.755,"The Guardian","Neutral","2026-04-26T15:56:54.966525Z"
98,"1",90,6,"In theory, if she were to return Begum could face prosecution on a number of grounds, said Fenwick, including supporting a proscribed group, being a member of Isis or using her social media to encourage others to follow her to Syria. She could also potentially face her child being taken into care if there were fears she wished to radicalise the child. However, Fenwick said, securing prosecutions of those returning from Isis war zones was notoriously difficult. “People are living in a conflict zone and there are going to be a lot of conflicting stories.","2026-04-26T15:52:51.019659Z",98,38.432,"The Guardian","Neutral","2026-04-26T15:52:51.019659Z"
83,"1",90,7,"Many of these people will try to say they weren’t really involved, and it’s very hard to find reliable testimony to say what they were really doing.” Counter-terrorism officials say fears of a flood of battle-hardened Britons who travelled to Isis territory returning to the UK have not materialised, but they are finding it more difficult than they hoped to get evidence of wrongdoing. The authorities have various powers to manage returnees short of prosecution, including imposing TPIM control orders, which can restrict their movement or rights of association, and compelling them to attend de-radicalisation programmes. Asked about the likelihood of Begum’s rehabilitation, David Toube, director of policy at the anti-extremism organisation Quilliam, described Begum’s situation as presenting “the hardest of hard cases”.","2026-04-26T15:46:34.621826Z",99,34.476,"The Guardian","Neutral","2026-04-26T15:46:34.621826Z"
8,"1",90,8,"“She appears to have expressed remorse only for the failure of the caliphate and its failure to live up to expectations. So she would be a very difficult person to de-radicalise in her current state of mind.” The government says that over 900 people who pose concerns to national security have travelled from the UK to Isis-controlled territory in Syria. They estimate that 20%, some 180 people, were killed, and another 40% have returned.","2026-04-26T13:17:52.884329Z",100,13.353,"The Guardian","Neutral","2026-04-26T13:17:52.884329Z"
80,"1",90,9,"More than 100 women are thought to have travelled to Syria. Shiraz Maher, the director of the International Centre for the Study of Radicalisation at Kings College, London , said there were potentially hundreds of Britons who were now in the custody of Kurdish forces and would wish to return to the UK, though their likely fate was unclear. “Most of them do express remorse and regret, but it’s a product of the fact that Isis is being defeated. They were all cheering on its atrocities and barbarism when they felt it was winning.”","2026-04-26T15:44:43.237973Z",101,20.591,"The Guardian","Neutral","2026-04-26T15:44:43.237973Z"
100,"1",90,10,"In a piece for the Guardian , Barrett, who was formerly head of the United Nations al-Qaeda/Taliban monitoring team and is now director of the Global Strategy Network, said Britain was not alone “in wishing that all its citizens who joined the Islamic State would either die there or disappear ... But governments have a responsibility to address the problems created by their captured nationals and also to look more closely at why they made the choices they did.” Tasnime Akunjee, a lawyer for Begum’s family when she first disappeared, told the Guardian the teenager should be treated as a victim, and rejected claims that it was too dangerous for British officials to travel to the camp to help facilitate her return. Akunjee said: “There were deep failings by the police which led to the children going to a war zone.","2026-04-26T15:56:06.608666Z",102,162.053,"The Guardian","Neutral","2026-04-26T15:56:06.608666Z"
27,"1",90,11,"The police recognised that at the time. The situation has not really changed. She joined a proscribed organisation as a victim of grooming.” Begum told the Times that one of the schoolfriends with whom she travelled, Kadiza Sultana, had been killed two years ago, while the other, Amira Abase, and a fourth Bethnal Green schoolgirl who left a year earlier, Sharmeena Begum, had decided to stay in Barghuz.","2026-04-26T13:34:37.759197Z",103,27.756,"The Guardian","Neutral","2026-04-26T13:34:37.759197Z"
48,"1",90,12,"Speaking to the Telegraph, Hussen Abase, father of Amira Abase, said his daughter made a mistake when she fled to Syria. “As a father I would say to the British government please let the girls back into the country and give them some kind of teaching,” he said. “They were just teenagers when they left. They should be allowed to learn from their mistakes.","2026-04-26T15:26:06.681537Z",104,11.019,"The Guardian","Neutral","2026-04-26T15:26:06.681537Z"
22,"1",90,13,"They are no threat to us.” This article was amended on 15 February 2019 to clarify a quote from David Toube.","2026-04-26T13:32:21.149254Z",105,14.989,"The Guardian","Neutral","2026-04-26T13:32:21.149254Z"
113,"1",98,1,"Family calls for her return to UK and considers legal action to stop government blocking it The UK’s most senior counter-terrorism officer has said that Shamima Begum , who left the UK to join Islamic State as a 15-year-old, had “potentially criminalised” herself as her family considers court action to stop the government blocking her return to Britain. Government and counter-terrorism officials are still considering what to do after Begum, now 19, was discovered in a Syrian refugee camp after fleeing Isis’s last stronghold and said she wanted to return to Britain. Neil Basu, assistant commissioner for counter-terrorism at Scotland Yard, told the Guardian the case should drive home the need to report those youngsters being radicalised, rather than let them ruin their lives after falling for terrorist propaganda. In 2015, Begum left with two school friends from their home in Bethnal Green to join Isis in Syria.","2026-04-26T16:02:37.017421Z",106,30.595,"The Guardian","Neutral","2026-04-26T16:02:37.017421Z"
55,"1",98,2,"She said this week that she did not regret her decision to go to Syria, but that she was nine months pregnant and wanted to come home to “live quietly with [her] child”. She told the Times that she expected to be charged with terrorism offences and to be the subject of intense media attention, but was desperate not to be separated from her baby. Begum also spoke of wanting to see her family and of her fears that she might never again see her husband, the Dutch jihadist Yago Riedijk, whom she said she still loved “very much”. She said he had surrendered to fighters allied to the Syrian Democratic Forces (SDF).","2026-04-26T15:29:00.454129Z",107,28.546,"The Guardian","Neutral","2026-04-26T15:29:00.454129Z"
63,"1",98,3,"Scotland Yard’s counter-terrorism command has a live investigation into Begum, which intensified after she declared her wish to return. Officials are confident that they would be forewarned of any attempt by her to fly back, through measures such as pre-travel screening, and could arrest her on her arrival. Basu said: “We as a society must learn from this case and report signs of radicalisation early so we can stop people being radicalised, investigated by counter-terrorism policing and the security services and potentially criminalised as Begum has now invited upon herself.” In a statement given to ITV News, the family said they were shocked by what Begum told the Times about her lack of remorse, but cautioned: “To us, those are the words of a girl who was groomed at the age of 15; we are also mindful that Shamima is currently in a camp surrounded by Isis sympathisers and any comments by her could lead directly to danger to her and her child.","2026-04-26T15:33:35.733015Z",108,60.575,"The Guardian","Neutral","2026-04-26T15:33:35.733015Z"
111,"1",98,4,"Given Shamima’s four-year ordeal, we are concerned that her mental health has been affected by everything that she has seen and endured. “The welfare of Shamima’s unborn baby is of paramount concern … As a British citizen, Shamima has every expectation to be returned to the UK and be dealt with under the British justice system. Shamima’s child, who will also be British, has every right as a total innocent to have the chance to grow up in the peace and security of this home.","2026-04-26T16:01:14.576528Z",109,31.304,"The Guardian","Positive","2026-04-26T16:01:14.576528Z"
4,"1",98,5,"“We welcome an investigation in what she did while she was there [in Syria] under the principles of British justice and would request the British government assist us in returning Shamima and her child to the UK as a matter of urgency.” The family were dismayed by the home secretary Sajid Javid’s seemingly tough talk in a newspaper interview where he said he may use powers to revoke her British passport or temporarily exclude her from entering the country – assuming she could find a way to leave the camp and get to an airport. Their solicitor, Tasnime Akunjee, said the battle to bring Begum home could see her family take the home secretary to court: “Our view is that this would be illegal because they would make her a stateless person, in breach of international law. We are surprised the home secretary does not understand international law, or care about international law.","2026-04-26T13:08:00.740836Z",110,47.862,"The Guardian","Negative","2026-04-26T13:08:00.740836Z"
10,"1",98,6,"“If he were to attempt to put such orders on, we would explore all legal options to block his unlawful actions or appeal. If we can get an injunction, we will.” Whether the home secretary can exclude Begum, a British citizen, from returning appears in doubt. On Friday Alex Younger, the head of MI6 , said that Britons who went to join Isis were “potentially very dangerous” but cannot be stopped if they want to return to the UK.","2026-04-26T13:19:49.534663Z",111,22.432,"The Guardian","Neutral","2026-04-26T13:19:49.534663Z"
16,"1",98,7,"Younger said the issue of returnees was an “extremely complex and dangerous problem”. He told journalists at the Munich security conference on Friday: “Anyone who has put themselves in this situation can expect to be questioned and investigated and potentially prosecuted, if they return to our jurisdiction. “We are very concerned about this because all experience tells us that once someone has been put in that sort of position, or put themselves in that sort of position, they are likely to have acquired the skills or connections that make them potentially very dangerous.” Since 2015, the government has had the power to bar the return of jihadists under a temporary exclusion order, which can last up to two years.","2026-04-26T13:22:11.681429Z",112,32.218,"The Guardian","Neutral","2026-04-26T13:22:11.681429Z"
122,"1",98,8,"But legal experts have said the government would not be able to remove Begum’s British citizenship if she is not a dual national, as that would leave her stateless, which is contrary to international law . However, the home secretary has been advised that because Begum’s mother holds a Bangladeshi passport, he may be able to. The shadow home secretary, Diane Abbott, said Labour was “not in favour of making people stateless”, but added: “If there are reasonable grounds to suspect that anyone who is entitled to return to this country either committed or facilitated acts of terrorism, they should be fully investigated and where appropriate, prosecuted. Our priority must always be public safety.”","2026-04-26T16:06:53.278036Z",113,11.174,"The Guardian","Neutral","2026-04-26T16:06:53.278036Z"
7,"1",98,9,"“She was so young – I don’t think she had the life experience to make those decisions,” Mohammed Rahman, a family member, told the Times. “I think the hope would be that she would be allowed to return home, as long as the government is satisfied she has turned her back on their ideology.”","2026-04-26T13:17:37.178174Z",114,14.359,"The Guardian","Neutral","2026-04-26T13:17:37.178174Z"
88,"1",52,1,"Jihadi bride stereotypes are causing female Isis members to be dangerously underestimated by security services, the United Nations has warned. In the wake of home secretary Sajid Javid’ s decision to strip Shamima Begum of her British nationality, an arm of the UN Security Council said there was an “urgent need” to monitor female jihadis remaining in Iraq and Syria. A report said that countries choosing to leave women in conflict zones “could exacerbate future Isis-related threats and, more generally, threaten the long-term recovery and stability of the region”. The Counter-Terrorism Committee Executive Directorate said the situation was also “overburdening local judicial capacities and detention facilities, increasing the risk of human rights violations and sowing the seeds of potential further radicalisation”.","2026-04-26T15:48:49.700983Z",115,35.483,"The Independent","Negative","2026-04-26T15:48:49.700983Z"
25,"1",52,2,"The report comes as the home secretary admitted the government did not know how many women travelled from the UK to join Isis, or how many British children have been born in the group’s territories. Asked whether there was any plan for Ms Begum’s son, Mr Javid told MPs: “Sadly, there are probably many hundreds of children that have been born to foreign fighters. “As I mentioned, 900 people have gone out, we don’t have a breakdown between men and women, but a significant proportion have been female foreign fighters. “Some of them may have taken children with them, and many of them would have had children out there whilst in Syria and working with Daesh.”","2026-04-26T13:33:39.758087Z",116,45.434,"The Independent","Neutral","2026-04-26T13:33:39.758087Z"
62,"1",52,3,"Several British women became high-profile radicalisers, including Scottish university student Aqsa Mahmood, who communicated with the Bethnal Green girls on Twitter before they left for Syria. Ms Begum is among at least 20 British women and children being held in Syrian Democratic Forces camps after fleeing Isis’s last territory, The Independent understands. The UN report said only a tiny fraction of an estimated 4,700 female foreign Isis members had returned to their home countries compared to their male counterparts, with potential reasons including their inability to travel without a male guardian. “Given the low number of female returnees, there is an urgent need to understand what happens to those who stay,” the report said.","2026-04-26T15:32:33.784956Z",117,38.943,"The Independent","Neutral","2026-04-26T15:32:33.784956Z"
13,"1",52,4,"“Even less is known about the fate of local women who lived in Isis-occupied territory and might have been associated with, or supported, the group in various ways, whether or not on a voluntary basis.” The UN Security Council called on the UK and other member states to recognise the “many different roles, including as supporters, facilitators or perpetrators of terrorist acts” that women play. Warning against assumptions that returning men pose a higher threat than women, the UN said not all male Isis members had combat experience and the group’s propaganda showed that some women did. “The gendered assumption that women lack agency can have serious security implications by letting dangerous actors slip through the cracks,” the report said.","2026-04-26T13:20:55.364791Z",118,20.215,"The Independent","Neutral","2026-04-26T13:20:55.364791Z"
3,"1",52,5,"“Women play important roles in Isis’s recruitment and propaganda activities … even if women do not fight, they can still spread radical ideas and encourage others to commit attacks.” Research suggested that women are treated more leniently by courts based on sexist assumptions about them being “duped” or forced into terrorism, meaning they are given less deradicalisation support and security monitoring. In 2017 a judge spared a woman from prison who spread Isis propaganda online after her lawyer argued she was a “good mother” who was led astray. “In your exceptional case, the sooner you are returned to your children the better for all concerned,” Farhana Begum Ahmed was told.","2026-04-26T13:06:46.299373Z",119,74.138,"The Independent","Neutral","2026-04-26T13:06:46.299373Z"
39,"1",52,6,"The UN report suggested such views may have been fuelled by the stereotype of naive jihadi brides who travelled to conflict zones for romance and adventure. Researchers said the “tendency to ascribe rational motivations to men and emotional motivations to women” persisted, even though there was no evidence that the drivers of radicalisation differ by gender. “Whereas women are infantilised and not taken seriously, and the risk that they pose is underestimated, men and boys are subjected to harsher judgements that ignore their vulnerabilities and dismiss the level of manipulation that they may have experienced,” the report said. But the report added that violence against women and “disrespect” towards female Muslims helped drive them towards Isis, which offered a twisted version of empowerment to western female recruits.","2026-04-26T15:12:38.171540Z",120,22.804,"The Independent","Neutral","2026-04-26T15:12:38.171540Z"
